,Unnamed: 0,dob,photo_taken,full_path,gender,name,face_score,second_face_score,size,age
6549,6549,1983-08-07 00:00:00,2009,75/30112775_1982-08-06_2009.jpg,1.0,Kevin van der Perren,5.03946091147839,,"(210, 210)",26
6551,6551,1981-01-31 00:00:00,2010,95/30115695_1980-01-31_2010.jpg,1.0,Nick Leventis,4.300106601162454,,"(211, 210)",29
6552,6552,1990-08-30 00:00:00,2013,54/30117354_1989-08-29_2013.jpg,1.0,Su Bingtian,3.042777579572696,,"(147, 147)",23
6553,6553,1949-02-14 00:00:00,2007,90/3011790_1948-02-14_2007.jpg,1.0,Teller,4.063808130585986,,"(371, 370)",58
6555,6555,1897-04-29 00:00:00,1948,85/30120185_1896-04-28_1948.jpg,0.0,Edith Evanson,4.597858741984411,,"(366, 366)",51
6556,6556,1975-06-25 00:00:00,2009,47/3012147_1974-06-24_2009.jpg,0.0,Ruffa Gutierrez,5.015492157217228,,"(397, 397)",34
6560,6560,1983-04-20 00:00:00,2012,72/30124272_1982-04-19_2012.jpg,,Filip Jícha,5.84806820558533,,"(361, 361)",29
6561,6561,1979-08-29 00:00:00,2012,23/30125623_1978-08-28_2012.jpg,1.0,Ricky Reyes,3.853658379850177,,"(185, 186)",33
6562,6562,1943-01-16 00:00:00,2013,74/30125874_1942-01-15_2013.jpg,1.0,Bohdan Andrzejewski,3.8068481185249134,,"(500, 500)",70
6563,6563,1964-07-09 00:00:00,2010,80/30125980_1963-07-09_2010.jpg,1.0,Klaus Theiss,4.1260508401896665,,"(227, 227)",46
6564,6564,1945-09-23 00:00:00,2013,42/30127242_1944-09-22_2013.jpg,0.0,Ana Derșidan-Ene-Pascu,5.254021749415065,,"(500, 500)",68
6568,6568,1989-05-10 00:00:00,2011,13/30130913_1988-05-09_2011.jpg,1.0,Timm Klose,4.705253227870026,,"(238, 238)",22
6571,6571,1986-12-02 00:00:00,2013,79/30138679_1985-12-01_2013.jpg,0.0,Chanel Preston,5.8668129310883135,,"(404, 404)",27
6572,6572,1925-12-12 00:00:00,2012,87/301387_1924-12-11_2012.jpg,1.0,Charles Bachman,3.586583048338372,,"(411, 411)",87
6573,6573,1990-05-29 00:00:00,2012,81/30139281_1989-05-28_2012.jpg,1.0,Ulan Konysbayev,4.374800862339903,,"(456, 456)",22
6574,6574,1982-08-04 00:00:00,2012,26/30139826_1981-08-03_2012.jpg,1.0,Manish Paul,4.706092080453333,,"(174, 173)",30
6576,6576,1947-07-20 00:00:00,2004,06/301406_1946-07-19_2004.jpg,1.0,Ilie Năstase,5.00573363207844,,"(373, 373)",57
6580,6580,1983-09-29 00:00:00,2015,82/3014582_1982-09-28_2015.jpg,1.0,Ranbir Kapoor,3.982912658878647,,"(412, 412)",32
6582,6582,1924-08-15 00:00:00,1952,57/30147957_1923-08-15_1952.jpg,1.0,Joe Spencer,4.483842377611048,,"(245, 245)",28
6584,6584,1994-02-11 00:00:00,2010,43/30149643_1993-02-10_2010.jpg,1.0,Filip Twardzik,2.110178908094598,,"(101, 100)",16
6585,6585,1951-09-17 00:00:00,2010,83/30150983_1950-09-16_2010.jpg,1.0,Warren Nelson,3.70830226671627,,"(312, 312)",59
6588,6588,1981-05-23 00:00:00,2006,56/3015256_1980-05-22_2006.jpg,1.0,Tommy Smith,4.47321350213067,,"(224, 224)",25
6594,6594,1979-05-02 00:00:00,2009,75/30155675_1978-05-01_2009.jpg,1.0,Orhan Ölmez,2.917939392763041,,"(174, 173)",30
6598,6598,1987-07-20 00:00:00,2011,46/30159546_1986-07-19_2011.jpg,0.0,Afërdita Dreshaj,4.046751198851375,,"(123, 122)",24
6601,6601,1901-05-17 00:00:00,1947,92/30160892_1900-05-16_1947.jpg,1.0,William Stevens Lawton,4.172877033893219,,"(332, 331)",46
6604,6604,1923-09-16 00:00:00,1956,26/30164826_1922-09-15_1956.jpg,1.0,Glen Corbett,3.252688736233162,,"(342, 342)",33
6608,6608,1957-09-25 00:00:00,2010,69/30167369_1956-09-24_2010.jpg,1.0,Gia Bugadze,3.242537939368965,,"(120, 120)",53
6611,6611,1954-03-24 00:00:00,1982,06/30169206_1953-03-23_1982.jpg,,Josef Kaczor,3.8786003031724654,,"(489, 489)",28
6614,6614,1905-11-18 00:00:00,1941,08/301708_1904-11-17_1941.jpg,1.0,Isamu Noguchi,2.454821777849281,,"(89, 89)",36
6615,6615,1989-07-13 00:00:00,2011,34/30171134_1988-07-12_2011.jpg,1.0,Nate Irving,3.6623816618731566,,"(162, 161)",22
6616,6616,1958-09-20 00:00:00,2011,81/30171281_1957-09-19_2011.jpg,1.0,Chris Roupas,3.567890373947668,,"(102, 102)",53
6617,6617,1971-11-27 00:00:00,2012,30/30171530_1970-11-26_2012.jpg,0.0,Tia Walker,2.9763460136543376,,"(99, 100)",41
6619,6619,1987-10-29 00:00:00,2013,84/30171884_1986-10-28_2013.jpg,1.0,John Moffitt,2.4168379368838084,,"(228, 228)",26
6620,6620,1967-12-22 00:00:00,2014,31/301731_1966-12-21_2014.jpg,1.0,Kiefer Sutherland,4.33649986812734,,"(500, 500)",47
6622,6622,1923-05-26 00:00:00,1974,56/30174156_1922-05-25_1974.jpg,1.0,William V. McBride,2.542917661185353,,"(242, 242)",51
6623,6623,1987-10-27 00:00:00,2013,38/30175038_1986-10-26_2013.jpg,0.0,Emilia Clarke,4.624816133524739,,"(346, 346)",26
6624,6624,1994-07-05 00:00:00,2012,30/30175830_1993-07-04_2012.jpg,1.0,George Farmer,2.1243361084328862,,"(197, 196)",18
6628,6628,1991-06-07 00:00:00,2012,65/30177565_1990-06-06_2012.jpg,1.0,Vid Belec,2.9125782861426037,,"(196, 197)",21
6629,6629,1954-08-12 00:00:00,2005,75/301775_1953-08-11_2005.jpg,1.0,Hulk Hogan,2.8286535153749117,,"(238, 238)",51
6630,6630,1937-11-01 00:00:00,1960,76/301776_1936-10-31_1960.jpg,1.0,Michael Landon,4.616969303884229,,"(500, 500)",23
6632,6632,1909-10-19 00:00:00,1945,50/30177750_1908-10-18_1945.jpg,1.0,Alexei Burdeinei,2.721934356933049,,"(198, 198)",36
6633,6633,1943-02-15 00:00:00,2000,99/301799_1942-02-14_2000.jpg,1.0,Andrew Robinson,3.810410646913288,,"(315, 315)",57
6634,6634,1957-03-15 00:00:00,2008,17/3017_1956-03-14_2008.jpg,1.0,Alexey Pajitnov,5.07184021589145,,"(284, 285)",51
6635,6635,1948-10-12 00:00:00,2009,50/3018050_1947-10-12_2009.jpg,1.0,Randy West,3.776559435983113,,"(281, 281)",61
6637,6637,1943-04-05 00:00:00,2010,30/301830_1942-04-04_2010.jpg,0.0,Kitty Kelley,3.777680053118968,,"(244, 245)",67
6643,6643,1993-02-11 00:00:00,2014,54/30190554_1992-02-11_2014.jpg,1.0,Jake Matthews,3.16855908634136,,"(130, 130)",21
6644,6644,1988-12-31 00:00:00,2011,15/30191315_1987-12-31_2011.jpg,0.0,Uyên Linh,2.182666352592569,,"(211, 211)",23
6645,6645,1955-02-13 00:00:00,2011,48/30196348_1954-02-12_2011.jpg,1.0,Joseph Jordania,4.443479546521186,,"(397, 397)",56
6646,6646,1942-09-07 00:00:00,1964,26/30196826_1941-09-06_1964.jpg,1.0,John Whetton,2.307463760449422,,"(131, 132)",22
6648,6648,1989-04-28 00:00:00,2013,31/30197331_1988-04-27_2013.jpg,1.0,Chan Peng Soon,3.8875718767786127,,"(245, 245)",24
6649,6649,1952-07-20 00:00:00,2013,90/3019790_1951-07-20_2013.jpg,1.0,Fakrul Alam,2.3584935652051024,,"(104, 105)",61
6650,6650,1966-03-17 00:00:00,2008,92/3019892_1965-03-16_2008.jpg,0.0,Belén Rueda,2.724952528560968,,"(173, 174)",42
6653,6653,1962-04-06 00:00:00,1980,77/40100877_1961-04-05_1980.jpg,0.0,Anita Staps,3.7118139936459,,"(301, 301)",18
6656,6656,1973-03-11 00:00:00,2010,17/401017_1972-03-10_2010.jpg,1.0,Timbaland,2.414968339530445,,"(125, 125)",37
6659,6659,1994-10-08 00:00:00,2013,66/40105166_1993-10-07_2013.jpg,,Linda Cerruti,6.241254204128746,,"(322, 323)",19
6661,6661,1988-10-12 00:00:00,2013,91/40105991_1987-10-12_2013.jpg,1.0,Hua Wilfried Koffi,3.292438365310839,,"(283, 283)",25
6662,6662,1996-09-24 00:00:00,2013,02/40106102_1995-09-24_2013.jpg,,Julien Rybacki,4.107963182415506,,"(281, 281)",17
6663,6663,1992-04-05 00:00:00,2012,23/40106223_1991-04-05_2012.jpg,1.0,Yassine Bounou,4.176049860200167,,"(181, 181)",20
6665,6665,1923-11-25 00:00:00,1970,77/40107977_1922-11-24_1970.jpg,1.0,Sergey Izgiyayev,3.072947405770764,,"(346, 346)",47
6669,6669,1989-03-15 00:00:00,2010,57/40110257_1988-03-14_2010.jpg,1.0,Worthy de Jong,2.8772749235276627,,"(73, 73)",21
6679,6679,1992-04-12 00:00:00,2010,76/40117276_1991-04-12_2010.jpg,1.0,Reggie Sears,3.759232793823976,,"(315, 315)",18
6681,6681,1990-04-03 00:00:00,2013,96/40119196_1989-04-02_2013.jpg,1.0,Midhun Jith,4.788535344098234,,"(137, 138)",23
6684,6684,1967-04-09 00:00:00,2003,82/40120682_1966-04-08_2003.jpg,0.0,Iveta Bartošová,3.1721886033870583,,"(228, 228)",36
6686,6686,1969-10-15 00:00:00,2007,76/40121676_1968-10-14_2007.jpg,1.0,Evan Prodromou,5.540337605498023,,"(299, 299)",38
6687,6687,1974-08-22 00:00:00,2013,88/40122588_1973-08-21_2013.jpg,,,2.6265971912189183,,"(397, 397)",39
6688,6688,1998-05-13 00:00:00,2014,32/40122632_1997-05-12_2014.jpg,0.0,Morgan Lake,4.151912374508308,,"(108, 108)",16
6690,6690,1989-12-16 00:00:00,2013,86/40131186_1988-12-15_2013.jpg,1.0,Lanto Sheridan,2.3848315649059084,,"(115, 114)",24
6692,6692,1945-12-20 00:00:00,1964,41/4013241_1944-12-19_1964.jpg,0.0,Anastasiya Vertinskaya,2.512981229430134,,"(229, 229)",19
6693,6693,1987-11-14 00:00:00,2014,28/40133728_1986-11-13_2014.jpg,1.0,Evan Strong,3.716737857129162,,"(398, 398)",27
6696,6696,1991-11-30 00:00:00,2010,22/40136622_1990-11-29_2010.jpg,0.0,Gurbani Judge,2.0587668928173013,,"(138, 138)",19
6698,6698,1992-12-24 00:00:00,2014,93/40136993_1991-12-24_2014.jpg,1.0,Louis Tomlinson,3.151454181776192,,"(157, 157)",22
6700,6700,1993-03-21 00:00:00,2013,77/40140177_1992-03-20_2013.jpg,1.0,Sandeul,4.277587665527472,,"(357, 357)",20
6702,6702,1989-08-24 00:00:00,2013,15/40142015_1988-08-23_2013.jpg,0.0,Vaani Kapoor,5.275059810137049,,"(213, 213)",24
6703,6703,1979-09-17 00:00:00,2014,93/40142493_1978-09-16_2014.jpg,0.0,Ane Carmen Roggen,2.7334767958090667,,"(318, 318)",35
6705,6705,1952-03-01 00:00:00,2013,78/40143778_1951-03-01_2013.jpg,1.0,Liam Nevin,2.888077204042184,,"(112, 112)",61
6706,6706,1995-03-23 00:00:00,2013,30/40144230_1994-03-22_2013.jpg,1.0,Burak Kardeş,4.228405072277194,,"(397, 397)",18
6707,6707,1977-02-02 00:00:00,2013,77/40144277_1976-02-02_2013.jpg,,Soňa Bernardová,3.044651636757133,,"(239, 239)",36
6708,6708,1982-12-03 00:00:00,2012,15/40144315_1981-12-02_2012.jpg,0.0,Ana María Escribano,4.705157136368353,,"(130, 130)",30
6710,6710,1980-06-12 00:00:00,2009,86/4014486_1979-06-12_2009.jpg,1.0,Diego Milito,3.1560333314516624,,"(255, 256)",29
6713,6713,1991-11-26 00:00:00,2013,56/40146156_1990-11-25_2013.jpg,0.0,Yelena Korobkina,2.1208478959831627,,"(180, 180)",22
6714,6714,1994-03-13 00:00:00,2013,02/40146202_1993-03-12_2013.jpg,0.0,Malin Gerdin,5.488809923319446,,"(213, 213)",19
6715,6715,1997-05-15 00:00:00,2013,67/40146267_1996-05-14_2013.jpg,1.0,Martin Garrix,2.3381136627876447,,"(200, 200)",16
6716,6716,1989-06-29 00:00:00,2014,17/40146817_1988-06-28_2014.jpg,1.0,Craig Braham-Barrett,3.437738144279664,,"(228, 229)",25
6720,6720,1985-10-18 00:00:00,2014,39/40149639_1984-10-17_2014.jpg,0.0,Anja Eline Skybakmoen,2.626078331419097,,"(240, 240)",29
6721,6721,1985-06-01 00:00:00,2013,75/40151275_1984-05-31_2013.jpg,1.0,Matt Rhead,2.362400265265041,,"(245, 245)",28
6723,6723,1993-02-13 00:00:00,2012,45/40152645_1992-02-13_2012.jpg,1.0,Dominic Knowles,3.9796297166146624,,"(182, 182)",19
6724,6724,1987-11-16 00:00:00,2011,14/40153814_1986-11-15_2011.jpg,1.0,Jason Trost,3.5381686647075603,,"(132, 132)",24
6726,6726,1992-01-27 00:00:00,2011,80/40155880_1991-01-26_2011.jpg,1.0,Nicolò Melli,4.26826515329472,,"(195, 195)",19
6727,6727,1984-06-14 00:00:00,2012,89/40156089_1983-06-14_2012.jpg,,Anahí de Cárdenas,3.9204582852498806,,"(95, 95)",28
6728,6728,1961-12-01 00:00:00,2012,44/4015744_1960-11-30_2012.jpg,0.0,Hiam Abbass,4.902654053029293,,"(332, 332)",51
6729,6729,1985-08-15 00:00:00,2010,55/4015755_1984-08-14_2010.jpg,1.0,Josh Gorges,2.4103532973674606,,"(256, 255)",25
6730,6730,1965-07-29 00:00:00,2014,75/401575_1964-07-28_2014.jpg,0.0,Lori Loughlin,4.3331366747251705,,"(500, 500)",49
6731,6731,1959-07-13 00:00:00,2008,67/4015767_1958-07-12_2008.jpg,1.0,Alan Irvine,3.1776490145227982,,"(229, 228)",49
6732,6732,1991-03-03 00:00:00,2014,60/40157960_1990-03-02_2014.jpg,1.0,Tiger Shroff,5.151701847141738,,"(229, 229)",23
6733,6733,1999-12-02 00:00:00,2013,29/40158329_1998-12-01_2013.jpg,0.0,Ishita Panchal,5.471252728779883,,"(279, 278)",14
6735,6735,1993-05-06 00:00:00,2014,24/40159024_1992-05-05_2014.jpg,1.0,Denys Aleksandrov,3.916400203077429,,"(174, 173)",21
6736,6736,1981-03-04 00:00:00,2014,13/40159213_1980-03-03_2014.jpg,0.0,Katherine Waterston,4.917312587500832,,"(426, 426)",33
6737,6737,1922-10-14 00:00:00,1963,92/401592_1921-10-13_1963.jpg,1.0,Lou Saban,3.725422277307253,,"(291, 291)",41
6738,6738,1937-11-28 00:00:00,1950,07/401607_1936-11-27_1950.jpg,0.0,Dahlia Ravikovitch,3.39362641861934,,"(211, 211)",13
6740,6740,1988-08-04 00:00:00,2014,91/40162191_1987-08-04_2014.jpg,1.0,Sam Underwood,5.20140992492022,,"(501, 500)",26
6742,6742,1882-12-05 00:00:00,1940,44/401644_1881-12-04_1940.jpg,1.0,Erwin von Witzleben,3.299119305298486,,"(500, 500)",58
6743,6743,1976-04-27 00:00:00,1998,75/4016475_1975-04-27_1998.jpg,1.0,Kazuyoshi Funaki,3.2529333018356605,,"(174, 173)",22
6744,6744,1944-08-17 00:00:00,2012,98/40166098_1943-08-17_2012.jpg,1.0,Michael Shub,3.390379055268424,,"(210, 210)",68
6745,6745,1893-04-04 00:00:00,1949,18/40167818_1892-04-03_1949.jpg,1.0,William Parker Kennedy,3.752948037265054,,"(357, 372)",56
6748,6748,1997-02-11 00:00:00,2014,90/40169590_1996-02-11_2014.jpg,1.0,Jonathan Tah,3.545867169206174,,"(228, 228)",17
6749,6749,1993-08-09 00:00:00,2014,28/40171028_1992-08-08_2014.jpg,1.0,Kieffer Moore,4.347201481895087,,"(268, 268)",21
6750,6750,1970-02-06 00:00:00,2006,36/40171236_1969-02-05_2006.jpg,0.0,Tzeporah Berman,4.831043430738284,,"(260, 260)",36
6751,6751,1988-12-01 00:00:00,2014,80/40172380_1987-12-01_2014.jpg,1.0,Vance Joy,4.167818340472898,,"(173, 174)",26
6754,6754,1995-10-26 00:00:00,2014,77/40177377_1994-10-25_2014.jpg,1.0,Jack Payne,2.9777863191704155,,"(194, 194)",19
6755,6755,1956-02-17 00:00:00,2013,77/401777_1955-02-16_2013.jpg,1.0,Steve Roach,3.290665012404942,,"(130, 130)",57
6756,6756,1994-05-30 00:00:00,2013,08/40184108_1993-05-29_2013.jpg,0.0,Maika Monroe,4.472171932886902,,"(162, 162)",19
6758,6758,1985-11-19 00:00:00,2014,05/40185005_1984-11-18_2014.jpg,0.0,Nisha Rawal,4.891182655596425,,"(281, 281)",29
6760,6760,1977-09-21 00:00:00,2011,40/40189040_1976-09-20_2011.jpg,0.0,Suchita Trivedi,3.6647518696892423,,"(121, 121)",34
6761,6761,1969-11-09 00:00:00,2007,80/4019080_1968-11-08_2007.jpg,1.0,Dean Holdsworth,3.147055441686018,,"(169, 170)",38
6763,6763,1963-08-17 00:00:00,1987,97/40191197_1962-08-16_1987.jpg,0.0,Akbar Khan,3.0115813174064505,,"(272, 271)",24
6764,6764,1972-07-10 00:00:00,2013,50/40192350_1971-07-10_2013.jpg,0.0,Birgit Kober,2.8046513594043603,,"(346, 346)",41
6765,6765,1948-03-22 00:00:00,1982,05/40192805_1947-03-22_1982.jpg,0.0,April Byron,4.156724850150535,,"(262, 262)",34
6767,6767,1943-09-25 00:00:00,2013,55/40195155_1942-09-24_2013.jpg,1.0,Kozo Watanabe,3.7762564343228906,,"(262, 263)",70
6770,6770,1981-09-17 00:00:00,2009,24/5010024_1980-09-16_2009.jpg,0.0,Kitchie Nadal,3.1458854789061723,,"(139, 139)",28
6771,6771,1983-03-23 00:00:00,2011,80/5011680_1982-03-22_2011.jpg,1.0,Mike Smith,3.975060768301408,,"(191, 191)",28
6772,6772,1924-06-16 00:00:00,1953,00/5012100_1923-06-16_1953.jpg,1.0,Allie Clark,2.6108874555579726,,"(141, 141)",29
6773,6773,1955-04-05 00:00:00,2009,82/5012682_1954-04-04_2009.jpg,0.0,Julie Carmen,5.604003650708723,,"(232, 233)",54
6776,6776,1980-03-09 00:00:00,2015,25/5013125_1979-03-09_2015.jpg,1.0,Oscar Isaac,4.818881685214325,,"(500, 500)",35
6777,6777,1939-03-15 00:00:00,1968,33/50133_1938-03-14_1968.jpg,0.0,Eleanor Bron,5.475029966876773,,"(263, 262)",29
6778,6778,1975-02-01 00:00:00,2012,42/5013742_1974-01-31_2012.jpg,1.0,Afu-Ra,2.7858566902448847,,"(500, 500)",37
6779,6779,1983-12-06 00:00:00,2011,77/5013777_1982-12-05_2011.jpg,0.0,Keri Hilson,3.832209557379241,,"(278, 278)",28
6780,6780,1967-06-04 00:00:00,2007,93/501393_1966-06-03_2007.jpg,1.0,Wasim Akram,4.215989348130077,,"(500, 500)",40
6781,6781,1944-01-15 00:00:00,2004,02/501402_1943-01-14_2004.jpg,0.0,Shannon Lucid,3.973629229961845,,"(197, 197)",60
6783,6783,1977-09-27 00:00:00,2009,52/501452_1976-09-26_2009.jpg,1.0,Michael Ballack,3.384989940712017,,"(218, 218)",32
6788,6788,1991-06-19 00:00:00,2008,81/5017681_1990-06-18_2008.jpg,0.0,Sandra Izbașa,3.1728890908415326,,"(115, 114)",17
6789,6789,1981-05-05 00:00:00,2013,08/5017808_1980-05-04_2013.jpg,0.0,Franziska Weisz,5.172347155909535,,"(220, 220)",32
6790,6790,1953-01-23 00:00:00,1978,88/501988_1952-01-23_1978.jpg,1.0,Henrique Mecking,3.06231321614273,,"(426, 426)",25
6793,6793,1966-05-24 00:00:00,2014,37/601237_1965-05-23_2014.jpg,1.0,Kappei Yamaguchi,4.025273534800641,,"(323, 323)",48
6794,6794,1939-07-05 00:00:00,2010,49/601249_1938-07-04_2010.jpg,1.0,John Sterling,3.638547999265163,,"(275, 274)",71
6795,6795,1914-03-27 00:00:00,1992,84/601284_1913-03-26_1992.jpg,1.0,Paul Erdős,3.146959353129518,,"(274, 274)",78
6796,6796,1968-01-09 00:00:00,2007,65/6012965_1967-01-08_2007.jpg,1.0,Joe Posnanski,2.146651963810144,,"(251, 250)",39
6797,6797,1924-10-27 00:00:00,1967,43/60143_1923-10-27_1967.jpg,1.0,Roy Lichtenstein,3.847835562915698,,"(489, 489)",43
6800,6800,1967-03-22 00:00:00,1987,95/6015395_1966-03-21_1987.jpg,1.0,Emiel Mellaard,2.7432572464477376,,"(123, 122)",20
6803,6803,1948-11-17 00:00:00,1967,33/6016233_1947-11-17_1967.jpg,1.0,Bill Lancaster,2.6712205243283047,,"(245, 245)",19
6804,6804,1944-03-17 00:00:00,2013,69/6016269_1943-03-17_2013.jpg,1.0,Jeff Banks,4.743609515089819,,"(358, 358)",69
6805,6805,1971-01-31 00:00:00,2008,17/6016517_1970-01-30_2008.jpg,1.0,Carter,3.9039309506481,,"(302, 301)",37
6807,6807,1957-03-06 00:00:00,2009,63/6016663_1956-03-05_2009.jpg,1.0,Paul Gardner,3.7248920393400415,,"(310, 310)",52
6809,6809,1966-04-22 00:00:00,2012,09/6018009_1965-04-21_2012.jpg,0.0,Christina Plate,3.673794360748344,,"(263, 263)",46
6810,6810,1950-09-24 00:00:00,2012,92/60192_1949-09-23_2012.jpg,1.0,Bruce Springsteen,3.940417995780168,,"(173, 174)",62
6811,6811,1950-04-21 00:00:00,2009,60/6019460_1949-04-20_2009.jpg,1.0,Rob Couhig,3.902195487786036,,"(239, 239)",59
6816,6816,1980-06-24 00:00:00,2012,33/701533_1979-06-24_2012.jpg,0.0,Petra Němcová,4.733964366444683,,"(346, 346)",32
6820,6820,1923-11-09 00:00:00,1969,15/7015_1922-11-08_1969.jpg,1.0,Christiaan Barnard,3.330715433950392,,"(281, 281)",46
6822,6822,1952-11-15 00:00:00,2012,11/701611_1951-11-15_2012.jpg,0.0,Beverly D'Angelo,4.022734138296321,,"(489, 489)",60
6825,6825,1977-02-04 00:00:00,2007,77/7018077_1976-02-04_2007.jpg,1.0,Chen Kun,2.6657817837087023,,"(140, 140)",30
6828,6828,1982-08-31 00:00:00,2008,35/7018635_1981-08-30_2008.jpg,1.0,Tomasz Majewski,4.230152816400733,,"(438, 438)",26
6830,6830,1965-11-04 00:00:00,2009,40/7019040_1964-11-03_2009.jpg,0.0,Paprika Steen,4.454070071046608,,"(337, 337)",44
6831,6831,1983-03-18 00:00:00,2010,17/7019717_1982-03-17_2010.jpg,1.0,Wílton Figueiredo,3.2137645639265244,,"(169, 169)",27
6834,6834,1968-09-28 00:00:00,2010,72/8010372_1967-09-28_2010.jpg,1.0,Jason Dungjen,3.2610236350909987,,"(278, 277)",42
6835,6835,1926-06-26 00:00:00,1947,52/801152_1925-06-25_1947.jpg,0.0,June Lockhart,4.3514720274440295,,"(426, 426)",21
6836,6836,1953-02-10 00:00:00,1982,21/8012321_1952-02-10_1982.jpg,0.0,Carla Beurskens,3.2757047120001443,,"(250, 250)",29
6837,6837,1951-02-23 00:00:00,2013,89/801289_1950-02-22_2013.jpg,0.0,Miou-Miou,4.166716379481326,,"(489, 489)",62
6838,6838,1932-04-07 00:00:00,2014,28/80128_1931-04-07_2014.jpg,1.0,Daniel Ellsberg,3.088591991642137,,"(346, 346)",82
6839,6839,1960-03-04 00:00:00,2011,86/8015186_1959-03-04_2011.jpg,1.0,Plamen Getov,3.417675903418362,,"(423, 424)",51
6841,6841,1959-05-06 00:00:00,1987,52/8015452_1958-05-05_1987.jpg,1.0,Ron Arad,2.451714145486625,,"(178, 177)",28
6843,6843,1958-03-11 00:00:00,2007,84/801784_1957-03-10_2007.jpg,0.0,Shannon Tweed,4.082426863702306,,"(500, 500)",49
6846,6846,1958-05-26 00:00:00,2014,22/801822_1957-05-25_2014.jpg,0.0,Hillary B. Smith,4.636174067929735,,"(397, 397)",56
6847,6847,1966-08-05 00:00:00,2014,69/8018669_1965-08-04_2014.jpg,1.0,James Tupper,3.829332879194068,,"(500, 500)",48
6848,6848,1987-11-18 00:00:00,2007,43/8019743_1986-11-17_2007.jpg,0.0,Julieta Granada,2.435900007653144,,"(262, 262)",20
6849,6849,1947-03-30 00:00:00,1964,61/8019761_1946-03-29_1964.jpg,1.0,Fred Haynes,4.286008724108328,,"(209, 209)",17
6851,6851,1936-08-18 00:00:00,1993,53/901053_1935-08-18_1993.jpg,1.0,Howard Morrison,4.483498062612339,,"(209, 209)",57
6852,6852,1962-02-28 00:00:00,2007,67/901067_1961-02-27_2007.jpg,1.0,James Worthy,4.021440284320909,,"(337, 337)",45
6853,6853,1968-05-31 00:00:00,2015,15/901115_1967-05-31_2015.jpg,1.0,Phil Keoghan,4.160191610954803,,"(323, 323)",47
6854,6854,1968-08-09 00:00:00,2011,41/901141_1967-08-09_2011.jpg,1.0,Deion Sanders,2.34822723624296,,"(342, 342)",43
6855,6855,1940-03-09 00:00:00,2009,66/901166_1939-03-09_2009.jpg,1.0,Benjamin Zander,3.649739092331128,,"(426, 426)",69
6857,6857,1979-08-15 00:00:00,2012,07/901207_1978-08-14_2012.jpg,0.0,Kate Ritchie,4.728993888624652,,"(262, 263)",33
6858,6858,1976-07-05 00:00:00,2012,14/901214_1975-07-05_2012.jpg,1.0,Kip Gamblin,2.6373150570155435,,"(500, 500)",36
6860,6860,1960-09-29 00:00:00,2014,29/9012329_1959-09-29_2014.jpg,0.0,Marissa Moss,5.358668869915039,,"(323, 323)",54
6862,6862,1973-10-18 00:00:00,2011,96/901396_1972-10-17_2011.jpg,0.0,Sharon Leal,4.585448708690909,,"(281, 281)",38
6863,6863,1972-07-16 00:00:00,2010,41/90141_1971-07-16_2010.jpg,1.0,Corey Feldman,4.614977923130156,,"(457, 456)",38
6864,6864,1950-06-07 00:00:00,2006,64/901464_1949-06-06_2006.jpg,0.0,Holly Near,4.30460573935698,,"(174, 175)",56
6865,6865,1934-01-24 00:00:00,2009,11/901511_1933-01-23_2009.jpg,0.0,Chita Rivera,3.625071806246001,,"(166, 166)",75
6866,6866,1942-09-15 00:00:00,1987,26/9015626_1941-09-14_1987.jpg,1.0,Ian Kennedy,5.197315296077009,,"(212, 212)",45
6867,6867,1982-11-27 00:00:00,2013,34/901634_1981-11-26_2013.jpg,0.0,Natasha Bedingfield,3.678658936375165,,"(346, 346)",31
6868,6868,1984-09-22 00:00:00,2008,39/9016439_1983-09-22_2008.jpg,1.0,Willian,4.241480497460509,,"(234, 233)",24
6870,6870,1943-09-14 00:00:00,2009,10/901710_1942-09-13_2009.jpg,1.0,Béla Károlyi,3.751052362406549,,"(272, 272)",66
6871,6871,1988-02-15 00:00:00,2014,12/9017212_1987-02-14_2014.jpg,1.0,Edinson Cavani,3.401792377170389,,"(131, 131)",26
6872,6872,1986-03-19 00:00:00,2006,30/9017230_1985-03-18_2006.jpg,0.0,Michaela Kirchgasser,4.613594673956578,,"(500, 500)",20
6873,6873,1987-05-26 00:00:00,2015,06/9017906_1986-05-25_2015.jpg,1.0,Geraint Thomas,4.394871035556453,,"(262, 263)",28
6876,6876,1928-02-17 00:00:00,2009,19/1110019_1927-02-16_2009.jpg,0.0,June Brown,2.697344858576741,,"(501, 501)",81
6884,6884,1968-11-24 00:00:00,2010,12/11102812_1967-11-24_2010.jpg,0.0,Mirjana Joković,5.039131668933978,,"(244, 245)",42
6886,6886,1951-02-04 00:00:00,2006,10/11104510_1950-02-03_2006.jpg,1.0,Larry Rohter,5.891463093020885,,"(179, 179)",55
6889,6889,1967-05-15 00:00:00,2012,76/1110576_1966-05-14_2012.jpg,1.0,Raphael Saadiq,3.476004354575777,,"(397, 397)",45
6890,6890,1937-09-19 00:00:00,2004,04/11108304_1936-09-18_2004.jpg,1.0,Big Tom,2.824037728193608,,"(193, 193)",67
6891,6891,1945-11-08 00:00:00,1968,21/1110921_1944-11-07_1968.jpg,1.0,Luigi Riva,4.492007386599473,,"(289, 289)",23
