,Unnamed: 0,index,Unnamed: 0.1,dob,photo_taken,full_path,gender,name,face_score,second_face_score,size,age
336,104460,349123,349123,1990-08-22 00:00:00,2006,63/nm0659363_rm3879506944_1989-8-21_2006.jpg,0.0,Hayden Panettiere,2.1356249143938664,,"(124, 124)",16
1167,59426,196619,196619,1983-04-11 00:00:00,2005,00/nm0500200_rm814321152_1982-4-10_2005.jpg,0.0,Chyler Leigh,3.3064099899878694,,"(111, 110)",22
2162,39467,133794,133794,1967-11-24 00:00:00,2015,93/nm0001993_rm799142912_1966-11-23_2015.jpg,1.0,Vincent Cassel,4.344968114774166,,"(500, 500)",48
197,88689,296041,296041,1994-10-24 00:00:00,2009,88/nm1837588_rm2966063360_1993-10-23_2009.jpg,0.0,Taylor Spreitler,4.510570418600517,,"(279, 278)",15
1797,111952,374760,374760,1951-07-12 00:00:00,1978,26/nm0569226_rm2811874816_1950-7-11_1978.jpg,1.0,Bruce McGill,2.1324518135760724,,"(500, 500)",27
1774,78297,259697,259697,1978-09-12 00:00:00,2005,39/nm0524839_rm443915008_1977-9-11_2005.jpg,1.0,Ludacris,3.0711547211011743,,"(272, 272)",27
788,84557,281385,281385,1990-09-06 00:00:00,2009,59/nm0334159_rm789690112_1989-9-5_2009.jpg,0.0,Kat Graham,2.5073213004140213,,"(282, 283)",19
1019,98260,328175,328175,1990-05-17 00:00:00,2011,72/nm2940272_rm337424896_1989-5-16_2011.jpg,0.0,Behati Prinsloo,2.2411621028119773,,"(263, 263)",21
3889,4508,15322,15322,1931-06-01 00:00:00,2004,42/nm0000142_rm2633272320_1930-5-31_2004.jpg,1.0,Clint Eastwood,3.131274751307337,,"(500, 500)",73
1663,63241,209206,209206,1979-03-02 00:00:00,2005,75/nm0010075_rm1896057344_1978-3-1_2005.jpg,1.0,Jensen Ackles,3.08876321891422,,"(228, 229)",26
184,81500,271028,271028,1988-03-25 00:00:00,2002,32/nm2924932_rm3031078656_1987-3-25_2002.jpg,1.0,Jason Castro,6.481006518967634,,"(297, 296)",14
501,11197,37368,37368,1978-07-02 00:00:00,1995,39/nm0000239_rm3040710144_1977-7-1_1995.jpg,0.0,Liv Tyler,3.9007263999762616,,"(500, 500)",17
3939,4595,15604,15604,1931-06-01 00:00:00,2008,42/nm0000142_rm970754560_1930-5-31_2008.jpg,1.0,Clint Eastwood,2.610845803312519,,"(130, 130)",77
316,71156,234589,234589,1989-03-28 00:00:00,2005,59/nm0814259_rm2448594944_1988-3-27_2005.jpg,0.0,Brenda Song,4.208919065341845,,"(159, 159)",16
2379,102524,342817,342817,1955-09-15 00:00:00,2012,78/nm0455078_rm2481960704_1954-9-14_2012.jpg,1.0,Michael Patrick King,4.652950119012889,,"(500, 500)",57
3550,31720,107514,107514,1946-12-18 00:00:00,2012,68/nm0001368_rm838117376_1945-12-17_2012.jpg,1.0,Ernie Hudson,4.597820839391659,,"(500, 500)",66
1619,92649,308964,308964,1978-04-25 00:00:00,2004,50/nm1242950_rm3007220224_1977-4-24_2004.jpg,0.0,Rebecca Mader,5.3187907014756135,,"(386, 386)",26
10,127577,429588,429588,1972-09-16 00:00:00,1975,32/nm0688132_rm731485184_1971-9-16_1975.jpg,0.0,Amy Poehler,3.0511550110717374,,"(82, 82)",3
1346,46591,155612,155612,1976-02-23 00:00:00,1999,27/nm0005027_rm2277218304_1975-2-22_1999.jpg,0.0,Liza Huber,4.846531970222765,,"(310, 310)",23
3415,9705,32247,32247,1943-11-18 00:00:00,2008,17/nm0000217_rm1252169216_1942-11-17_2008.jpg,1.0,Martin Scorsese,2.696917732318299,,"(85, 85)",65
205,122475,411999,411999,1994-01-27 00:00:00,2009,74/nm1080974_rm2176552448_1993-1-26_2009.jpg,1.0,Cameron Bright,5.468749942269949,,"(321, 321)",15
0,107941,360696,360696,2002-01-22 00:00:00,2003,47/nm2069547_rm1445756928_2001-1-21_2003.jpg,1.0,Jackson Brundage,5.532599584917884,,"(185, 185)",1
2254,84868,282632,282632,1957-08-13 00:00:00,2007,04/nm0339304_rm2698353408_1956-8-12_2007.jpg,1.0,Bruce Greenwood,4.32555565522515,,"(229, 229)",50
2241,24526,83278,83278,1963-08-07 00:00:00,2013,06/nm0000706_rm2258354944_1962-8-6_2013.jpg,0.0,Michelle Yeoh,2.916447564576905,,"(163, 163)",50
2395,29581,100614,100614,1945-03-01 00:00:00,2002,99/nm0001199_rm3768883968_1944-2-29_2002.jpg,1.0,Dennis Farina,4.33138867548227,,"(228, 228)",57
3716,39928,135386,135386,1903-03-10 00:00:00,1971,95/nm0002095_rm2672864000_1902-3-9_1971.jpg,1.0,Will Geer,2.897683796521903,,"(500, 500)",68
1205,104417,349023,349023,1990-08-22 00:00:00,2012,63/nm0659363_rm2265753856_1989-8-21_2012.jpg,0.0,Hayden Panettiere,3.815981856391313,,"(264, 263)",22
3679,6596,22430,22430,1940-05-13 00:00:00,2008,72/nm0000172_rm4006777856_1939-5-13_2008.jpg,1.0,Harvey Keitel,3.0485620389903105,,"(188, 189)",68
528,72916,240882,240882,1994-05-14 00:00:00,2011,75/nm2913275_rm391829760_1993-5-13_2011.jpg,0.0,Debby Ryan,2.10544657113061,,"(264, 264)",17
1065,57661,189871,189871,1979-08-01 00:00:00,2000,10/nm2206710_rm3127950592_1978-7-31_2000.jpg,1.0,James Harvey Ward,2.101502042121894,,"(257, 257)",21
2712,20017,67835,67835,1948-09-14 00:00:00,2007,54/nm0000554_rm2780731648_1947-9-14_2007.jpg,1.0,Sam Neill,2.2465178847171403,,"(117, 117)",59
814,98375,328643,328643,1988-11-12 00:00:00,2007,49/nm0050749_rm3879835392_1987-11-12_2007.jpg,1.0,Juan José Ballesta,3.863032367392577,,"(500, 500)",19
2225,130356,439834,439834,1962-06-03 00:00:00,2011,77/nm0192377_rm3759075328_1961-6-2_2011.jpg,1.0,Liam Cunningham,3.546639319014282,,"(500, 500)",49
2947,6397,21811,21811,1947-09-16 00:00:00,2008,69/nm0000169_rm323787520_1946-9-15_2008.jpg,1.0,Tommy Lee Jones,3.5476799297195885,,"(126, 126)",61
324,12670,42701,42701,1959-04-04 00:00:00,1975,85/nm0000285_rm1248705792_1958-4-3_1975.jpg,1.0,Alec Baldwin,2.216969503683571,,"(104, 104)",16
3669,8335,27975,27975,1938-04-23 00:00:00,2006,97/nm0000197_rm3912800768_1937-4-22_2006.jpg,1.0,Jack Nicholson,3.0685895875963536,,"(210, 211)",68
776,126947,427314,427314,1992-08-17 00:00:00,2011,21/nm2581521_rm1185396736_1991-8-17_2011.jpg,1.0,Austin Butler,6.040911770048201,,"(501, 500)",19
113,132032,445660,445660,1998-07-14 00:00:00,2012,48/nm4298048_rm386970880_1997-7-13_2012.jpg,1.0,Mauricio Kuri,3.655281460241708,,"(500, 500)",14
2039,84570,281421,281421,1968-03-16 00:00:00,2001,79/nm0334179_rm1783470848_1967-3-16_2001.jpg,0.0,Lauren Graham,4.193643045772159,,"(113, 113)",33
2120,60576,200395,200395,1955-04-24 00:00:00,2002,19/nm0601619_rm630954240_1954-4-23_2002.jpg,1.0,Michael Moore,2.638341486936406,,"(105, 105)",47
2943,20047,68015,68015,1927-02-12 00:00:00,1988,58/nm0000558_rm2518322688_1926-2-11_1988.jpg,1.0,Leslie Nielsen,2.342835354887281,,"(400, 400)",61
2622,26885,91140,91140,1945-06-30 00:00:00,2004,97/nm0000997_rm653507328_1944-6-29_2004.jpg,1.0,Gary Busey,4.398743173823687,,"(177, 177)",59
3036,47222,157517,157517,1948-03-25 00:00:00,2010,56/nm0005056_rm2265812736_1947-3-25_2010.jpg,1.0,Elton John,3.519687693724912,,"(445, 444)",62
2832,29709,101108,101108,1942-12-11 00:00:00,2002,17/nm0001217_rm2381813760_1941-12-10_2002.jpg,0.0,Fionnula Flanagan,4.167884502816253,,"(261, 261)",60
1407,76946,255235,255235,1985-11-23 00:00:00,2008,60/nm0424060_rm1310693120_1984-11-22_2008.jpg,0.0,Scarlett Johansson,2.110001721328382,,"(80, 80)",23
1662,99768,333421,333421,1981-09-30 00:00:00,2007,48/nm1157048_rm2140181504_1980-9-29_2007.jpg,1.0,Zachary Levi,4.0527780346029525,,"(75, 76)",26
1751,62098,205362,205362,1978-09-16 00:00:00,2005,38/nm0708338_rm3177028096_1977-9-15_2005.jpg,0.0,Marisa Ramirez,5.365516845598954,,"(139, 139)",27
917,109652,366650,366650,1991-04-15 00:00:00,2011,06/nm1261906_rm603107584_1990-4-14_2011.jpg,1.0,Christian Alexander,2.040105399725422,,"(110, 111)",20
886,93281,311131,311131,1961-07-22 00:00:00,1981,11/nm0346411_rm1764855296_1960-7-21_1981.jpg,1.0,Lance Guest,3.52457270686736,,"(500, 500)",20
3455,30829,104437,104437,1927-07-11 00:00:00,1992,04/nm0001304_rm271698944_1926-7-10_1992.jpg,1.0,Fred Gwynne,2.712884133660744,,"(500, 500)",65
90,45566,152096,152096,1975-03-02 00:00:00,1989,71/nm0004971_rm3522550784_1974-3-1_1989.jpg,1.0,Mark-Paul Gosselaar,2.945564789906516,,"(171, 171)",14
2329,82521,274657,274657,1953-03-25 00:00:00,2010,57/nm0132757_rm1931787520_1952-3-24_2010.jpg,1.0,Nicholas Campbell,2.658061104700683,,"(221, 221)",57
1640,70754,233127,233127,1985-12-22 00:00:00,2011,52/nm1717152_rm943566848_1984-12-21_2011.jpg,1.0,Jackson Rathbone,5.281166622225321,,"(501, 501)",26
1204,104267,348613,348613,1983-07-20 00:00:00,2005,85/nm0655585_rm97308160_1982-7-19_2005.jpg,1.0,Jared Padalecki,3.3019145195778186,,"(451, 451)",22
2670,26611,90157,90157,1950-05-25 00:00:00,2009,80/nm0000980_rm3309013760_1949-5-24_2009.jpg,1.0,Jim Broadbent,2.4920508191378112,,"(286, 286)",59
2247,108040,361100,361100,1963-04-03 00:00:00,2013,88/nm0163988_rm3435832832_1962-4-2_2013.jpg,1.0,Clark Gregg,3.57572777719359,,"(500, 500)",50
603,72913,240875,240875,1994-05-14 00:00:00,2012,75/nm2913275_rm3606754816_1993-5-13_2012.jpg,0.0,Debby Ryan,2.075327238613971,,"(146, 146)",18
238,87322,291280,291280,1992-02-11 00:00:00,2007,75/nm0731075_rm518035712_1991-2-10_2007.jpg,0.0,Emma Roberts,3.606688924235676,,"(168, 168)",15
1016,103844,347153,347153,1993-03-11 00:00:00,2014,89/nm0652089_rm2025046784_1992-3-10_2014.jpg,0.0,Emily Osment,5.826550753484245,,"(500, 500)",21
1632,50152,165955,165955,1978-11-11 00:00:00,2004,61/nm0005261_rm1204849920_1977-11-10_2004.jpg,0.0,Brittany Murphy,4.593963145249018,,"(500, 500)",26
1983,23629,80661,80661,1969-12-19 00:00:00,2000,80/nm0000680_rm1042324224_1968-12-18_2000.jpg,1.0,Casper Van Dien,2.764596061531285,,"(110, 110)",31
3418,20687,70014,70014,1947-01-20 00:00:00,2012,73/nm0000573_rm4277514240_1946-1-19_2012.jpg,0.0,Dolly Parton,2.7912563118222216,,"(500, 500)",65
2302,64680,213721,213721,1948-01-11 00:00:00,2005,79/nm0111179_rm1307555840_1947-1-10_2005.jpg,1.0,Ivar Brogger,2.3608817525895125,,"(500, 500)",57
556,79340,263148,263148,1991-05-18 00:00:00,2008,79/nm1628079_rm2687865856_1990-5-17_2008.jpg,0.0,Leven Rambin,5.041171668783824,,"(272, 271)",17
2639,121201,407504,407504,1939-01-02 00:00:00,1998,84/nm0874684_rm708942080_1938-1-1_1998.jpg,1.0,Kenneth Tsang,2.142193164690253,,"(269, 269)",59
522,8784,29417,29417,1982-06-10 00:00:00,1999,04/nm0000204_rm2587465728_1981-6-9_1999.jpg,0.0,Natalie Portman,4.0314270020170255,,"(235, 234)",17
1106,127152,428087,428087,1988-02-22 00:00:00,2009,83/nm0680983_rm409372928_1987-2-21_2009.jpg,0.0,Ellen Page,4.426706848379666,,"(176, 175)",21
3596,31675,107349,107349,1943-10-27 00:00:00,2010,64/nm0001364_rm3005382656_1942-10-26_2010.jpg,1.0,Bob Hoskins,3.5675769562377786,,"(500, 500)",67
1191,135817,458117,458117,1989-08-28 00:00:00,2011,86/nm0891786_rm1930018560_1988-8-27_2011.jpg,0.0,Alexa PenaVega,4.450876322162372,,"(500, 500)",22
1289,74755,247244,247244,1989-04-14 00:00:00,2012,45/nm4129745_rm186690816_1988-4-13_2012.jpg,0.0,Allison Williams,4.760975343350269,,"(501, 501)",23
2126,52992,174520,174520,1954-02-09 00:00:00,2001,60/nm0005460_rm2163316736_1953-2-8_2001.jpg,0.0,Mary Steenburgen,3.5091017172498864,,"(276, 276)",47
1723,57489,189315,189315,1977-07-16 00:00:00,2004,67/nm1208167_rm3688601856_1976-7-15_2004.jpg,0.0,Diane Kruger,4.291404478586716,,"(112, 111)",27
1665,115986,388704,388704,1983-02-18 00:00:00,2009,62/nm1175262_rm86607872_1982-2-17_2009.jpg,0.0,Brooke D'Orsay,4.938108363028917,,"(325, 325)",26
3459,4893,16720,16720,1943-07-14 00:00:00,2008,48/nm0000148_rm768907008_1942-7-13_2008.jpg,1.0,Harrison Ford,4.330842812525604,,"(242, 242)",65
3329,27470,92985,92985,1942-04-15 00:00:00,2006,46/nm0001046_rm2381155584_1941-4-14_2006.jpg,0.0,Julie Christie,2.554049399220138,,"(500, 500)",64
3714,4261,14518,14518,1945-09-26 00:00:00,2013,40/nm0000140_rm2844581632_1944-9-25_2013.jpg,1.0,Michael Douglas,3.746512086974336,,"(500, 500)",68
1543,132828,448493,448493,1984-02-22 00:00:00,2009,59/nm0491259_rm466847744_1983-2-21_2009.jpg,0.0,Mélanie Laurent,4.007499194036779,,"(231, 231)",25
3166,28262,96038,96038,1944-02-04 00:00:00,2007,00/nm0001100_rm1479383808_1943-2-3_2007.jpg,0.0,Blythe Danner,6.4280834539760425,,"(270, 270)",63
481,84153,280103,280103,1986-01-01 00:00:00,2003,13/nm4237013_rm798014208_1985-0-0_2003.jpg,,Ashley Hebert,3.548563204953221,,"(137, 137)",17
3226,131396,443511,443511,1942-06-19 00:00:00,2005,30/nm0291830_rm3378296576_1941-6-18_2005.jpg,0.0,Elizabeth Franz,2.0483242021854164,,"(127, 128)",63
3536,4459,15131,15131,1931-06-01 00:00:00,1997,42/nm0000142_rm1041796608_1930-5-31_1997.jpg,1.0,Clint Eastwood,2.010323708478577,,"(500, 500)",66
606,69396,228587,228587,1995-04-13 00:00:00,2013,80/nm1519680_rm2654904320_1994-4-12_2013.jpg,0.0,Saoirse Ronan,5.610719306769886,,"(500, 500)",18
2043,4103,14036,14036,1973-08-31 00:00:00,2007,39/nm0000139_rm221616640_1972-8-30_2007.jpg,0.0,Cameron Diaz,2.2084503658537264,,"(115, 115)",34
2038,103834,347112,347112,1972-12-31 00:00:00,2005,30/nm0651830_rm2176817920_1972-0-0_2005.jpg,1.0,Guy Oseary,4.829663093379782,,"(263, 263)",33
3909,322,1213,1213,1929-04-24 00:00:00,2003,73/nm0000073_rm921696512_1928-4-23_2003.jpg,0.0,Shirley Temple,3.4947870225637434,,"(171, 171)",74
3647,31973,108402,108402,1939-10-23 00:00:00,2006,94/nm0001394_rm2585365504_1938-10-22_2006.jpg,1.0,Derek Jacobi,2.097037452067996,,"(400, 400)",67
2898,54558,179202,179202,1953-11-09 00:00:00,2014,69/nm0005569_rm1819473920_1952-11-8_2014.jpg,0.0,Alfre Woodard,2.321383611522913,,"(171, 171)",61
1103,97466,325353,325353,1984-05-14 00:00:00,2005,54/nm0848554_rm8100352_1983-5-14_2005.jpg,0.0,Amber Tamblyn,6.492539240493148,,"(363, 364)",21
3842,134631,453869,453869,1943-11-03 00:00:00,2014,19/nm0694619_rm3574123264_1942-11-2_2014.jpg,0.0,Stefanie Powers,2.2119551016796097,,"(500, 500)",71
2272,8528,28673,28673,1956-05-17 00:00:00,2006,00/nm0000200_rm3475478528_1955-5-17_2006.jpg,1.0,Bill Paxton,3.585025305278751,,"(167, 167)",50
2035,66739,220202,220202,1971-09-01 00:00:00,2004,33/nm0316933_rm494319104_1970-8-31_2004.jpg,0.0,Debbie Gibson,3.119948712783356,,"(147, 147)",33
1043,129210,435796,435796,1987-10-24 00:00:00,2008,11/nm1888211_rm3774908672_1986-10-23_2008.jpg,0.0,Jessica Stroup,2.564510778705516,,"(131, 132)",21
341,133317,450147,450147,1993-03-30 00:00:00,2009,31/nm1491631_rm435652864_1992-3-29_2009.jpg,1.0,Chris Massoglia,4.042236351855865,,"(121, 121)",16
2755,14881,50023,50023,1945-11-18 00:00:00,2005,62/nm0000362_rm1090452480_1944-11-17_2005.jpg,1.0,Danny DeVito,2.965188862768402,,"(500, 500)",60
1287,110777,370651,370651,1989-12-02 00:00:00,2011,89/nm2368789_rm2090384896_1988-12-1_2011.jpg,0.0,Zoë Kravitz,4.092180153182166,,"(500, 500)",22
3770,39921,135347,135347,1941-10-20 00:00:00,2011,91/nm0002091_rm3321478912_1940-10-19_2011.jpg,1.0,Michael Gambon,4.768284537202784,,"(500, 500)",70
758,122623,412378,412378,1986-08-13 00:00:00,2005,95/nm1083395_rm2885597440_1985-8-12_2005.jpg,0.0,Charlotte Salt,4.21530438842482,,"(500, 500)",19
2141,39067,132505,132505,1963-09-13 00:00:00,2011,65/nm0001865_rm2206512896_1962-9-12_2011.jpg,0.0,Amy Yasbeck,4.246944742355573,,"(500, 500)",48
1069,129408,436392,436392,1990-10-15 00:00:00,2011,59/nm1985859_rm2190522624_1989-10-14_2011.jpg,0.0,Mia Wasikowska,6.141327024735734,,"(500, 500)",21
225,95983,320525,320525,1997-11-05 00:00:00,2012,84/nm1640384_rm3763646720_1996-11-4_2012.jpg,0.0,Fivel Stewart,4.775131824555887,,"(500, 500)",15
3734,81332,270406,270406,1940-09-18 00:00:00,2009,09/nm0929609_rm1192726016_1939-9-18_2009.jpg,1.0,Fred Willard,4.771660295393469,,"(330, 329)",69
3685,121640,409082,409082,1944-11-22 00:00:00,2012,61/nm0973361_rm2880873984_1943-11-22_2012.jpg,0.0,Billie Jean King,4.897159841303545,,"(500, 500)",68
2699,93054,310288,310288,1927-06-02 00:00:00,1986,31/nm0341431_rm612288512_1926-6-1_1986.jpg,1.0,Andy Griffith,4.767321810960203,,"(500, 500)",59
3914,32677,110547,110547,1937-06-23 00:00:00,2011,34/nm0001434_rm2735059456_1936-6-22_2011.jpg,1.0,Kris Kristofferson,3.593946071996492,,"(500, 500)",74
3445,16087,54409,54409,1938-12-22 00:00:00,2003,04/nm0000404_rm2648610816_1937-12-21_2003.jpg,0.0,Jane Fonda,3.0491388723900323,,"(243, 243)",65
144,100886,337648,337648,1998-10-09 00:00:00,2012,74/nm2254074_rm2304028928_1997-10-8_2012.jpg,0.0,Bella Thorne,3.303125388117623,,"(500, 500)",14
615,135622,457342,457342,1997-12-12 00:00:00,2015,62/nm2794962_rm1411052032_1996-12-11_2015.jpg,0.0,Hailee Steinfeld,5.135202937139786,,"(325, 325)",18
3135,26610,90154,90154,1950-05-25 00:00:00,2013,80/nm0000980_rm3219249408_1949-5-24_2013.jpg,1.0,Jim Broadbent,2.959776579701624,,"(500, 500)",63
1568,49663,164671,164671,1975-05-08 00:00:00,2000,27/nm0005227_rm1379768832_1974-5-7_2000.jpg,1.0,Breckin Meyer,4.172774540436011,,"(185, 185)",25
630,73179,241769,241769,1978-03-03 00:00:00,1996,19/nm0026119_rm3352926208_1977-3-2_1996.jpg,1.0,Curtis Andersen,3.478009172314275,,"(130, 130)",18
2551,90942,303347,303347,1952-12-31 00:00:00,2010,37/nm0141437_rm4195061504_1952-0-0_2010.jpg,,Rick Carter,2.9206807983064618,,"(105, 104)",58
1949,108531,362860,362860,1974-03-27 00:00:00,2005,60/nm1165660_rm52794368_1973-3-26_2005.jpg,1.0,T.R. Knight,4.7536585305852,,"(221, 222)",31
2163,1411,4788,4788,1961-08-11 00:00:00,2009,04/nm0000104_rm2646312960_1960-8-10_2009.jpg,1.0,Antonio Banderas,2.694388899560268,,"(451, 451)",48
1779,36888,125044,125044,1967-11-03 00:00:00,1994,10/nm0001710_rm2582043904_1966-11-2_1994.jpg,1.0,David Schwimmer,4.620597767685956,,"(500, 500)",27
824,112247,375594,375594,1992-11-11 00:00:00,2011,12/nm1568512_rm555593216_1991-11-11_2011.jpg,0.0,Christa B. Allen,3.9804548937225697,,"(221, 221)",19
767,99669,333092,333092,1994-12-24 00:00:00,2013,72/nm1152472_rm4191471616_1993-12-23_2013.jpg,1.0,Reed Alexander,3.967051137543145,,"(500, 500)",19
2161,78953,261932,261932,1966-01-16 00:00:00,2014,62/nm0626362_rm2568485120_1965-1-15_2014.jpg,1.0,James Nesbitt,2.324485185540895,,"(263, 264)",48
355,104782,350232,350232,1993-09-10 00:00:00,2009,04/nm3650004_rm3946951168_1992-9-9_2009.jpg,1.0,Damian McGinty,5.181278883417779,,"(178, 178)",16
1098,75894,251632,251632,1991-08-16 00:00:00,2012,69/nm2225369_rm640592128_1990-8-15_2012.jpg,0.0,Jennifer Lawrence,4.630563967071328,,"(500, 500)",21
2476,103129,344802,344802,1949-06-03 00:00:00,2007,87/nm0558487_rm2064816896_1948-6-2_2007.jpg,1.0,Jerry Mathers,5.107885031448227,,"(254, 254)",58
846,79386,263441,263441,1986-05-18 00:00:00,2005,38/nm2625538_rm3119821568_1985-5-17_2005.jpg,1.0,Derek Hough,2.084813713490798,,"(114, 115)",19
2285,27610,93497,93497,1951-03-31 00:00:00,2001,59/nm0001059_rm2079883520_1950-3-30_2001.jpg,1.0,Robbie Coltrane,2.6464887712307585,,"(351, 352)",50
3615,6586,22388,22388,1940-05-13 00:00:00,2007,72/nm0000172_rm2884013312_1939-5-13_2007.jpg,1.0,Harvey Keitel,2.0985945655088725,,"(500, 500)",67
3897,20194,68686,68686,1933-08-03 00:00:00,2006,64/nm0000564_rm3184236800_1932-8-2_2006.jpg,1.0,Peter O'Toole,2.731629069297455,,"(359, 359)",73
3443,124242,417932,417932,1940-07-31 00:00:00,2005,24/nm0281224_rm3527777024_1939-7-31_2005.jpg,0.0,Susan Flannery,4.7433212095913015,,"(169, 169)",65
3024,23781,81123,81123,1939-12-30 00:00:00,2001,85/nm0000685_rm2934807296_1938-12-29_2001.jpg,1.0,Jon Voight,4.1379606459225045,,"(117, 118)",62
2988,38061,129353,129353,1932-02-07 00:00:00,1993,00/nm0001800_rm2141829888_1931-2-6_1993.jpg,1.0,Rip Torn,2.950517826011868,,"(284, 285)",61
1727,73582,243116,243116,1978-03-13 00:00:00,2005,72/nm1026272_rm883923712_1977-3-12_2005.jpg,0.0,Camille Anderson,2.897894978906233,,"(73, 72)",27
1237,2305,7841,7841,1974-10-04 00:00:00,1996,17/nm0000117_rm3692662272_1973-10-3_1996.jpg,0.0,Neve Campbell,2.994075757531075,,"(500, 500)",22
2122,46318,154590,154590,1960-01-18 00:00:00,2007,15/nm0005015_rm201296128_1959-1-17_2007.jpg,0.0,Susanna Hoffs,5.234187469616215,,"(228, 228)",47
1671,97559,325676,325676,1983-10-20 00:00:00,2009,26/nm1843026_rm3540367104_1982-10-19_2009.jpg,0.0,Gillian Jacobs,3.363119307846575,,"(255, 255)",26
2499,22765,77905,77905,1950-06-23 00:00:00,2008,58/nm0000658_rm2862919680_1949-6-22_2008.jpg,0.0,Meryl Streep,3.0144942315519634,,"(500, 500)",58
1249,119674,402047,402047,1989-11-23 00:00:00,2011,29/nm2570429_rm1607447296_1988-11-22_2011.jpg,1.0,Jamie Campbell Bower,5.4854588228092815,,"(500, 500)",22
1328,70877,233612,233612,1987-10-02 00:00:00,2010,19/nm0810619_rm342394368_1986-10-1_2010.jpg,0.0,Jurnee Smollett-Bell,3.952053609625481,,"(174, 173)",23
1762,109551,366214,366214,1977-06-01 00:00:00,2004,99/nm0268199_rm907054848_1976-5-31_2004.jpg,1.0,Colin Farrell,2.2835447511504285,,"(500, 500)",27
253,14262,48019,48019,1980-10-04 00:00:00,1995,37/nm0000337_rm2419953152_1979-10-4_1995.jpg,0.0,Rachael Leigh Cook,4.692482797760671,,"(500, 500)",15
1523,115591,387364,387364,1988-09-15 00:00:00,2012,96/nm0177396_rm258974976_1987-9-15_2012.jpg,1.0,Christian Cooke,3.3376889541062984,,"(500, 500)",24
1123,70642,232815,232815,1988-07-16 00:00:00,2009,18/nm1715118_rm1816824064_1987-7-16_2009.jpg,0.0,AnnaLynne McCord,4.345271089934775,,"(133, 133)",21
3030,25545,86683,86683,1949-06-29 00:00:00,2011,70/nm0000870_rm1088011008_1948-6-28_2011.jpg,0.0,Kathy Bates,4.280948436934013,,"(238, 239)",62
2019,81874,272498,272498,1980-10-07 00:00:00,2013,62/nm0039162_rm344249856_1979-10-7_2013.jpg,1.0,Shawn Ashmore,2.4384571257729823,,"(145, 144)",33
1753,79636,264434,264434,1986-06-23 00:00:00,2013,64/nm0725864_rm3872314112_1985-6-22_2013.jpg,0.0,Lindsay Ridgeway,3.855621057024272,,"(339, 339)",27
717,98985,330831,330831,1989-11-09 00:00:00,2008,26/nm2057726_rm3183249920_1988-11-8_2008.jpg,0.0,Jessica Lowndes,4.086793941609364,,"(346, 346)",19
1183,103457,345799,345799,1987-11-26 00:00:00,2009,20/nm1556320_rm2516617472_1986-11-25_2009.jpg,0.0,Katie Cassidy,2.154491747060647,,"(86, 87)",22
1892,78539,260590,260590,1982-01-27 00:00:00,2011,40/nm1524440_rm3067125760_1981-1-26_2011.jpg,1.0,Colin O'Donoghue,4.414108705194437,,"(501, 501)",29
3792,4316,14679,14679,1945-09-26 00:00:00,2015,40/nm0000140_rm736032000_1944-9-25_2015.jpg,1.0,Michael Douglas,2.7236697418774747,,"(348, 349)",70
598,93446,311738,311738,1992-09-05 00:00:00,2010,27/nm1342727_rm381912320_1991-9-5_2010.jpg,1.0,Skandar Keynes,3.330308693705191,,"(500, 500)",18
1252,103699,346625,346625,1988-09-21 00:00:00,2010,28/nm4554428_rm2856442624_1987-9-21_2010.jpg,1.0,Ryan Guzman,3.968799425532629,,"(171, 171)",22
96,24286,82580,82580,1977-03-23 00:00:00,1991,02/nm0000702_rm3678845440_1976-3-22_1991.jpg,0.0,Reese Witherspoon,3.2821310921609177,,"(284, 284)",14
1992,108908,364216,364216,1982-06-14 00:00:00,2014,35/nm0262635_rm3788364544_1981-6-13_2014.jpg,1.0,Chris Evans,3.898887592096502,,"(500, 500)",32
2252,44148,147489,147489,1957-03-02 00:00:00,2007,57/nm0004857_rm1623295232_1956-3-1_2007.jpg,1.0,Tim Daly,2.391914080652906,,"(187, 186)",50
2060,26668,90385,90385,1969-02-12 00:00:00,2004,82/nm0000982_rm2582944512_1968-2-12_2004.jpg,1.0,Josh Brolin,4.746674710388132,,"(321, 321)",35
3354,73852,244021,244021,1949-01-14 00:00:00,2013,39/nm0122439_rm1528025600_1948-1-14_2013.jpg,1.0,T Bone Burnett,4.01063842252777,,"(500, 500)",64
539,10997,36600,36600,1971-04-30 00:00:00,1988,35/nm0000235_rm3551639552_1970-4-29_1988.jpg,0.0,Uma Thurman,3.4769060342721767,,"(236, 235)",17
3411,86112,287107,287107,1937-04-11 00:00:00,2002,03/nm0534603_rm1403624192_1936-4-10_2002.jpg,1.0,John Madden,3.398190605805835,,"(240, 240)",65
3080,48173,160460,160460,1945-08-01 00:00:00,2007,21/nm0005121_rm2083887616_1944-7-31_2007.jpg,0.0,Sherry Lansing,2.710178605394713,,"(121, 121)",62
1719,97774,326488,326488,1979-08-04 00:00:00,2005,73/nm0941473_rm4281506304_1978-8-3_2005.jpg,0.0,Shanelle Workman,4.494575613661942,,"(130, 130)",26
3041,38933,132176,132176,1946-10-31 00:00:00,2008,57/nm0001857_rm933857792_1945-10-30_2008.jpg,1.0,Henry Winkler,2.621903766659165,,"(460, 460)",62
